genres,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Action,Wrath of the Titans?á,152826,16184,Lily James,0,ares|hades|titan|underworld|zeus,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,897,5.8,1.85,19000
Comedy,Dark Shadows?á,199039,80849,Christopher Lee,7,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479,17000,6.2,1.85,82000
Action,Mission: Impossible - Rogue Nation?á,232187,21840,Sean Harris,0,capture|computer hacker|mission|rogue agent|spy,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440,10000,7.4,2.35,47000
Drama,The Wolfman?á,89442,13071,Art Malik,0,asylum|death|full moon|transformation|werewolf,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432,490,5.8,1.85,0
Action,The Legend of Tarzan?á,42372,21175,Casper Crump,2,africa|capture|jungle|male objectification|tarzan,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,10000,6.6,2.35,29000
Adventure,Bee Movie?á,105902,6576,Rip Torn,0,bee|dream sequence|egg|scatological humor|squashed bug,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206,852,6.2,1.85,0
Action,Kung Fu Panda 2?á,182718,21015,Mike Bell,0,china|kung fu|panda|peacock|tigress,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209,10000,7.3,2.35,20000
Action,The Last Airbender?á,118951,2857,Aasif Mandvi,0,avatar|fire|kingdom|tribe|water,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382,756,4.2,2.35,18000
Action,Mission: Impossible III?á,256695,34817,Eddie Marsan,0,arms dealer|fictional government agency|mission|rescue|vatican,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,10000,6.9,2.35,0
Action,White House Down?á,164238,18204,Matt Craven,2,black u.s. president|president|secret service|tour|white house,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,434,551,6.4,2.35,33000
Action,Mars Needs Moms?á,17590,2652,Tom Everett Scott,0,boy|martian|rescue|robot|sexism,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112,562,5.4,2.35,0
Adventure,Flushed Away?á,85086,35161,David Suchet,0,boat|frog|rat|sewer|toad,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122,14000,6.7,1.85,0
Adventure,Pan?á,39956,21393,Nonso Anozie,4,1940s|child hero|fantasy world|orphan|reference to peter pan,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,548,5.8,2.35,24000
Adventure,Mr. Peabody & Sherman?á,47900,5810,Karan Brar,2,dog|father son relationship|inventor|talking dog|time travel,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130,1000,6.9,1.85,11000
Adventure,Troy?á,381672,17944,Julian Glover,2,greek|mythology|prince|trojan|troy,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694,5000,7.2,2.35,0
Adventure,Madagascar 3: Europe's Most Wanted?á,119213,2444,Cedric the Entertainer,0,animal|circus|island name in title|lemur|penguin,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,154,770,6.9,1.85,17000
Action,Die Another Day?á,169914,2538,Rick Yune,0,catfight|clinic|colonel|diamond|patricide,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1185,766,6.1,2.35,0
Action,Ghostbusters?á,69757,2097,Zach Woods,4,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,370,5.5,2.35,62000
Action,Armageddon?á,322395,26029,Will Patton,0,asteroid|astronaut|bomb|meteorite|outer space,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171,12000,6.6,2.35,11000
Action,Men in Black II?á,270207,14823,Rip Torn,2,alien|lingerie|lingerie model|m.i.b.|pug,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606,3000,6.1,1.85,2000
Action,Beowulf?á,142440,31523,Sebastian Roch??,1,creature|demon|king|reward|warrior,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,505,12000,6.3,2.35,3000
Action,Kung Fu Panda 3?á,64322,36095,Wayne Knight,0,china|kung fu|panda|pig|village,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145,11000,7.2,2.35,24000
Action,Mission: Impossible - Ghost Protocol?á,365104,21768,Michael Nyqvist,3,dubai|kremlin|race against time|russian|terrorist,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,10000,7.4,2.35,35000
Adventure,Rise of the Guardians?á,123553,20645,Khamani Griffin,0,belief|box office hit|children|new york city|tooth,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174,315,7.3,1.85,25000
Comedy,Fun with Dick and Jane?á,110788,1997,David Herman,1,animal abuse|ceo|heist|suburb|unemployment,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258,550,6.1,2.35,2000
Action,The Last Samurai?á,317166,11945,Chad Lindberg,1,captain|emperor|honor|japan|samurai,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928,956,7.7,2.35,0
Action,Exodus: Gods and Kings?á,128682,26490,Ben Mendelsohn,0,egypt|exodus|moses|pharaoh|plague,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657,893,6.1,2.35,51000
Action,Star Trek?á,504419,39284,Bruce Greenwood,0,box office hit|future|lifted by the throat|star trek|vulcan,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559,12000,8,2.35,19000
Action,Spider-Man?á,544665,40484,Kirsten Dunst,0,evil|goblin|spider|spider man|superhero,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,2012,11000,7.3,1.85,5000
Action,How to Train Your Dragon 2?á,221128,23378,America Ferrera,5,dragon|father son relationship|husband wife relationship|mother son relationship|viking,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343,3000,7.9,2.35,46000
Action,Gods of Egypt?á,51892,19769,Bryan Brown,4,ancient egypt|egypt|egyptian|egyptian god|egyptian goddess,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273,934,5.5,2.35,24000
Action,Stealth?á,45455,2705,Richard Roxburgh,0,artificial intelligence|box office flop|fighter jet|navy|pilot,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388,780,5,2.35,0
Action,Watchmen?á,392474,2530,Stephen McHattie,1,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229,745,7.7,2.35,18000
Action,Lethal Weapon 4?á,127497,6171,Darlene Love,2,kung fu|lapd|martial arts|private investigator|triad,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1,287,808,6.6,2.35,0
Action,Hulk?á,212106,1814,Celia Weston,0,1980s|c 130 hercules|monster|panzer|san francisco california,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1,1445,300,5.7,1.85,0
Action,G.I. Joe: Retaliation?á,146352,31958,Elodie Yung,6,general|gi joe|martial arts|ninja|president,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1,288,12000,5.8,2.35,42000
Action,Sahara?á,77673,13073,Delroy Lindo,3,beach|civil war|desert|dictator|ship,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1,463,973,6,2.35,0
Action,Final Fantasy: The Spirits Within?á,72259,15015,Jean Simmons,1,general|military|scientist|soldier|year 2065,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1,788,2000,6.4,1.85,0
Action,Captain America: The First Avenger?á,508818,19761,Hayley Atwell,0,arctic|captain america|scientist|tesseract|war bond,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1,679,3000,6.9,2.35,46000
Action,The World Is Not Enough?á,157519,2037,Desmond Llewelyn,2,british|oil|scientist|terrorist|tycoon,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1,683,536,6.4,2.35,2000
Action,Master and Commander: The Far Side of the World?á,168207,1205,David Threlfall,1,1800s|napoleonic wars|pursuit|royal navy|ship,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1,684,172,7.4,2.35,0
Adventure,The Twilight Saga: Breaking Dawn - Part 2?á,185394,59177,Taylor Lautner,3,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,17000,5.5,2.35,65000
Animation,Happy Feet 2?á,32399,62644,Common,0,3d|antarctica|krill|penguin|sequel,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,79,11000,5.9,2.35,0
Action,The Incredible Hulk?á,326286,5811,William Hurt,0,antidote|cure|hulk|marvel cinematic universe|opening action scene,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1,643,1000,6.8,2.35,0
Action,Miami Vice?á            ,16769,1687,John Diehl,2,cult tv|detective|drugs|police|undercover,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1,74,321,7.5,1.33,0
Adventure,The BFG?á,12572,1950,Rafe Spall,0,cannibal|evil brother|giant|london england|queen,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1,106,400,6.8,2.35,27000
Adventure,The Revenant?á,406020,57108,Lukas Haas,0,bear attack|cauterizing a wound|native american|revenge|survival,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1,1188,27000,8.1,2.35,190000
Adventure,Turbo?á,62424,17416,Ben Schwartz,0,accident|freak accident|race|snail|underdog,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1,90,881,6.5,2.35,13000
Adventure,Rango?á,183208,43291,Stephen Root,0,chameleon|lizard|sheriff|water|western town,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1,337,1000,7.2,2.35,26000
Adventure,Penguins of Madagascar?á,60230,19963,Andy Richter,0,little girl|park|spy|statue of liberty|television van,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1,118,411,6.7,1.85,11000
Action,The Bourne Ultimatum?á,491077,17369,Albert Finney,0,action hero|cia|dark past|flashback|memory,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1,820,897,8.1,2.35,0
Action,Kung Fu Panda?á,307029,12754,Dan Fogler,0,kung fu|kung fu master|master|panda|snow leopard,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1,360,967,7.6,2.35,6000
Action,Ant-Man?á,313866,5730,T.I.,6,ant|chinatown san francisco|heist|sabotage|vault,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,549,2000,7.4,1.85,61000
Adventure,The Hunger Games: Catching Fire?á,498397,49355,Sandra Ellis Lafferty,1,president|snow|television|tour|uprising,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1,706,14000,7.6,2.35,82000
Adventure,The Twilight Saga: Breaking Dawn - Part 2?á,185394,59177,Taylor Lautner,3,battle|friend|super strength|vampire|vision,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1,329,17000,5.5,2.35,65000
Adventure,Home?á,70121,17883,April Winchell,0,alien friendship|alien invasion|australia|flying car|mother daughter relationship,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1,214,523,6.7,1.85,26000
Adventure,War of the Worlds?á,334345,12758,Rick Gonzalez,0,alien|fight|storm|survival|tripod,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1,2741,1000,6.5,1.85,0
Action,Bad Boys II?á,178126,12954,Jordi Moll?á,1,cuba|dea|drugs|money|undercover,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,511,898,6.6,2.35,0
Action,Puss in Boots?á,114287,5046,Amy Sedaris,0,betrayal|egg|friend|goose|hero,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1,137,442,6.7,2.35,16000
Action,Salt?á,245621,12406,August Diehl,1,cia|on the run|russian|russian spy|strong female lead,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1,514,702,6.4,2.35,23000
Action,Noah?á,200022,32355,Logan Lerman,2,ark|flood|noah's ark|water|wrath of god,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1,1240,9000,5.8,1.85,71000
Action,The Adventures of Tintin?á,177383,4631,Tony Curran,1,captain|morocco|ship|tintin|treasure,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1,447,871,7.4,2.35,44000
Adventure,Harry Potter and the Prisoner of Azkaban?á,382255,33284,Rupert Grint,3,magic|muggle|serial killer|traitor|wizard,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1,1504,10000,7.8,2.35,11000
Adventure,Australia?á,102338,921,Eddie Baroo,0,australia|cattle|darwin|drover|japanese,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,450,284,6.6,2.35,0
Action,After Earth?á,158720,14168,Glenn Morshower,0,box office flop|father son team|fear|race against time|real life father and son playing father and son,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,744,943,4.9,2.35,37000
Adventure,Dinosaur?á,38438,2945,Della Reese,1,egg|iguanodon|lemur|meteor|nesting grounds,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1,241,558,6.5,1.85,0
Action,Harry Potter and the Deathly Hallows: Part II?á,381,11036,Ralph Ineson,1,,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1,2,570,7.5,,40
Adventure,Night at the Museum: Secret of the Tomb?á,67223,53587,Steve Coogan,7,museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1,126,3000,6.2,1.85,11000
Action,Megamind?á,172754,46120,Will Ferrell,3,battle|city|planet|prison|superhero,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1,187,11000,7.3,2.35,13000
Adventure,Harry Potter and the Sorcerer's Stone?á,444683,13191,Verne Troyer,4,based on novel|birthday|evil wizard|quidditch|wizard,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,1571,687,7.5,2.35,16000
Action,R.I.P.D.?á,91640,31549,Stephanie Szostak,2,drug dealer|gold|partner|police|undead,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1,210,12000,5.6,2.35,20000
Action,Godzilla Resurgence?á,374,699,Atsuko Maeda,0,blood|godzilla|monster|sequel,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,106,8.2,2.35,0
Action,Pirates of the Caribbean: The Curse of the Black Pearl?á,809474,48184,Jack Davenport,3,caribbean|curse|governor|pirate|undead,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1,2113,5000,8.1,2.35,10000
Fantasy,Harry Potter and the Deathly Hallows: Part I?á,252,14719,Alfred Enoch,1,,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1,2,2000,6.4,,25
Adventure,The Hunger Games: Mockingjay - Part 1?á,305008,81385,Josh Hutcherson,1,based on young adult novel|manipulation|rebellion|symbol|uprising,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1,591,22000,6.7,2.35,52000
Mystery,The Da Vinci Code?á,314253,16008,J??rgen Prochnow,2,based on supposedly true story|holy grail|mary magdalene|opus dei|secret,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1,1966,574,6.6,2.35,0
Adventure,Rio 2?á,58498,1031,Jeffrey Garcia,0,amazon|bird|father in law|jungle|no opening credits,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1,99,237,6.4,2.35,0
Action,X-Men 2?á,405973,20952,Aaron Stanford,4,mutant|prison|professor|school|x men,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1,1055,505,7.5,2.35,0
Action,Fast Five?á,284792,55345,Dwayne Johnson,3,drug lord|drugs|federal agent|heist|police,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,366,14000,7.3,2.35,54000
Action,Sherlock Holmes: A Game of Shadows?á,338635,22403,Paul Anderson,2,factory|gypsy|investigation|sherlock holmes|train,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1,412,979,7.5,2.35,39000
Action,Clash of the Titans?á,229679,18003,Alexa Davalos,0,famous line|hand to hand combat|kraken|rape|zeus,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1,637,1000,5.8,2.35,15000
Action,Total Recall?á,240241,1441,Marshall Bell,0,ambiguous ending|false memory|implanted memory|memory|space colony,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1,391,308,7.5,1.85,0
Action,The 13th Warrior?á,101411,1815,Clive Russell,1,arab|battle|combat|viking|warrior,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1,546,372,6.6,2.35,0
Action,The Bourne Legacy?á,229823,12175,Stacy Keach,0,assassin|cia|drone|pill|wolf,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1,504,826,6.7,2.35,31000
Action,Batman & Robin?á,189855,2699,John Glover,3,butler|critically bashed|cure|freeze|gotham,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,1018,890,3.7,1.85,0
Comedy,How the Grinch Stole Christmas?á,141414,4146,Molly Shannon,0,box office hit|christmas|materialism|public humiliation|snowflake,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1,482,722,6,1.85,0
Action,The Day After Tomorrow?á,333248,20553,Sela Ward,0,climate|end of the world|global warming|natural disaster|weather,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1,1159,2000,6.4,2.35,19000
Action,Mission: Impossible II?á,242188,11930,Richard Roxburgh,0,cure|mission|terrorist|thief|virus,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1,1426,794,6.1,2.35,0
Action,The Perfect Storm?á,133076,2684,Bob Gunton,0,death|fish|fishing|sea|storm,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1,779,638,6.4,2.35,0
Action,Fantastic 4: Rise of the Silver Surfer?á,213275,15302,Andre Braugher,3,fantastic four|space|strong female character|strong female lead|superheroine,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,436,2000,5.6,2.35,0
Adventure,Life of Pi?á,440084,2121,Tabu,0,animal|faith|india|journey|tiger,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1,755,358,8,1.85,122000
Action,Ghost Rider?á,182661,14017,Peter Fonda,1,blackheart|devil|father|ghost|mephistopheles,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,681,701,5.2,2.35,0
Action,Jason Bourne?á,40123,13752,Ato Essandoh,0,black ops|chase|cia|cia agent|repeated scene,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1,297,365,7.1,2.35,31000
Action,Charlie's Angels: Full Throttle?á,100821,4046,Justin Theroux,0,fbi|murder|ring|witness protection|witness protection program,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1,554,1000,4.8,2.35,0
Adventure,Prometheus?á,456260,24098,Sean Harris,0,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1,2326,9000,7,2.35,97000
Adventure,Stuart Little 2?á,36471,2682,Melanie Griffith,0,anthropomorphic mouse|falcon|marshmallow|second part|soccer,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1,69,799,5.4,1.85,459
Action,Elysium?á,338087,17689,Alice Braga,0,christ figure|class differences|messiah|saviour|social commentary,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,814,2000,6.6,2.35,61000
Action,The Chronicles of Riddick?á,183909,17159,Christina Cox,0,bounty hunter|escape|necromonger|planet|warrior,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1,666,850,6.7,2.35,0
Action,RoboCop?á,182899,14161,Jennifer Ehle,0,law enforcement|police|robocop|robot|technology,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,2000,6.2,2.35,60000
Action,Speed Racer?á,57873,902,Nicholas Elia,0,based on anime|based on cartoon|gadget car|racer|speed,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1,414,107,6.1,2.35,0
Comedy,How Do You Know?á,35066,993,Teyonah Parris,4,embarrassment|falling in love|love|love triangle|revelation,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1,196,216,5.3,1.85,0
Action,Knight and Day?á,148280,12731,Jordi Moll?á,0,chase|fbi|garage|spy|surveillance,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1,348,973,6.3,2.35,11000
Action,Oblivion?á,387436,22004,Zo?½ Bell,0,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1,892,10000,7,2.35,71000
Action,Star Wars: Episode III - Revenge of the Sith?á,520104,44042,Hayden Christensen,4,elongated cry of no|friends become enemies|kicked in the butt|robotic midwife|vision,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1,3286,16000,7.6,2.35,10000
Action,Star Wars: Episode II - Attack of the Clones?á,464310,42990,Hayden Christensen,3,martial arts|murdered before giving protagonist information|part computer animation|prequel|prequel to cult film,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1,3516,16000,6.7,1.78,0
Adventure,"Monsters, Inc.?á",585659,15013,James Coburn,0,friend|little girl|monster|rival|scream,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1,593,1000,8.1,1.85,0
Action,The Wolverine?á,328067,23755,Rila Fukushima,1,healing power|marvel comics|mecha|regeneration|self healing,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1,533,992,6.7,2.35,68000
Action,Star Wars: Episode I - The Phantom Menace?á,534658,37723,Ian McDiarmid,1,alien|character says i have a bad feeling about this|hand to hand combat|seven word title|wilhelm scream,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1,3597,14000,6.5,2.35,13000
Adventure,The Croods?á,150618,43286,Nicolas Cage,3,cave|caveman|journey|strict father|survival,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1,195,15000,7.3,2.35,28000
